monthly_prescription_id,hcp_id,product_id,rx_month,source_record_count,rx_count,units_dispensed,average_units_per_prescription
H0415_P001_202506,H0415,P001,2025-06-01,1,5,190,38.0
H0415_P001_202507,H0415,P001,2025-07-01,1,1,47,47.0
H0415_P001_202508,H0415,P001,2025-08-01,1,1,57,57.0
H0415_P001_202509,H0415,P001,2025-09-01,1,1,26,26.0
H0415_P001_202510,H0415,P001,2025-10-01,1,3,75,25.0
H0415_P001_202511,H0415,P001,2025-11-01,1,3,159,53.0
H0415_P001_202512,H0415,P001,2025-12-01,1,3,162,54.0
H0415_P001_202601,H0415,P001,2026-01-01,1,2,68,34.0
H0415_P001_202602,H0415,P001,2026-02-01,1,1,30,30.0
H0415_P001_202603,H0415,P001,2026-03-01,1,3,105,35.0
H0415_P002_202507,H0415,P002,2025-07-01,1,2,76,38.0
H0415_P002_202510,H0415,P002,2025-10-01,1,1,53,53.0
H0415_P002_202511,H0415,P002,2025-11-01,1,1,37,37.0
H0415_P002_202512,H0415,P002,2025-12-01,1,3,69,23.0
H0415_P002_202601,H0415,P002,2026-01-01,1,2,80,40.0
H0415_P003_202506,H0415,P003,2025-06-01,1,1,51,51.0
H0415_P003_202508,H0415,P003,2025-08-01,1,3,129,43.0
H0415_P003_202509,H0415,P003,2025-09-01,1,1,33,33.0
H0415_P003_202510,H0415,P003,2025-10-01,1,2,62,31.0
H0415_P003_202511,H0415,P003,2025-11-01,1,4,204,51.0
H0415_P003_202512,H0415,P003,2025-12-01,1,3,84,28.0
H0415_P003_202601,H0415,P003,2026-01-01,1,1,40,40.0
H0415_P004_202506,H0415,P004,2025-06-01,1,3,150,50.0
H0415_P004_202507,H0415,P004,2025-07-01,1,3,177,59.0
H0415_P004_202508,H0415,P004,2025-08-01,1,3,87,29.0
H0415_P004_202509,H0415,P004,2025-09-01,1,5,105,21.0
H0415_P004_202510,H0415,P004,2025-10-01,1,3,111,37.0
H0415_P004_202511,H0415,P004,2025-11-01,1,2,86,43.0
H0415_P004_202512,H0415,P004,2025-12-01,1,5,150,30.0
H0415_P004_202601,H0415,P004,2026-01-01,1,3,87,29.0
H0415_P004_202603,H0415,P004,2026-03-01,1,2,60,30.0
H0415_P005_202506,H0415,P005,2025-06-01,1,6,222,37.0
H0415_P005_202507,H0415,P005,2025-07-01,1,1,52,52.0
H0415_P005_202508,H0415,P005,2025-08-01,1,2,98,49.0
H0415_P005_202509,H0415,P005,2025-09-01,1,4,160,40.0
H0415_P005_202510,H0415,P005,2025-10-01,1,4,224,56.0
H0415_P005_202511,H0415,P005,2025-11-01,1,1,52,52.0
H0415_P005_202512,H0415,P005,2025-12-01,1,2,118,59.0
H0415_P005_202601,H0415,P005,2026-01-01,1,5,185,37.0
H0415_P005_202602,H0415,P005,2026-02-01,1,2,78,39.0
H0415_P005_202603,H0415,P005,2026-03-01,1,1,30,30.0
H0416_P001_202506,H0416,P001,2025-06-01,1,2,74,37.0
H0416_P001_202507,H0416,P001,2025-07-01,1,3,90,30.0
H0416_P001_202508,H0416,P001,2025-08-01,1,1,40,40.0
H0416_P001_202509,H0416,P001,2025-09-01,1,1,28,28.0
H0416_P001_202601,H0416,P001,2026-01-01,1,3,81,27.0
H0416_P002_202506,H0416,P002,2025-06-01,1,1,37,37.0
H0416_P002_202507,H0416,P002,2025-07-01,1,2,48,24.0
H0416_P002_202508,H0416,P002,2025-08-01,1,2,66,33.0
H0416_P002_202509,H0416,P002,2025-09-01,1,2,112,56.0
H0416_P002_202510,H0416,P002,2025-10-01,1,1,37,37.0
H0416_P002_202511,H0416,P002,2025-11-01,1,2,110,55.0
H0416_P002_202512,H0416,P002,2025-12-01,1,3,168,56.0
H0416_P002_202601,H0416,P002,2026-01-01,1,1,44,44.0
H0416_P002_202603,H0416,P002,2026-03-01,1,1,53,53.0
H0416_P003_202509,H0416,P003,2025-09-01,1,2,58,29.0
H0416_P003_202512,H0416,P003,2025-12-01,1,1,59,59.0
H0416_P003_202602,H0416,P003,2026-02-01,1,1,60,60.0
H0416_P004_202509,H0416,P004,2025-09-01,1,1,46,46.0
H0416_P004_202510,H0416,P004,2025-10-01,1,1,26,26.0
H0416_P004_202511,H0416,P004,2025-11-01,1,1,23,23.0
H0416_P004_202512,H0416,P004,2025-12-01,1,2,94,47.0
H0416_P005_202506,H0416,P005,2025-06-01,1,1,40,40.0
H0416_P005_202510,H0416,P005,2025-10-01,1,1,52,52.0
H0416_P005_202511,H0416,P005,2025-11-01,1,1,51,51.0
H0416_P005_202601,H0416,P005,2026-01-01,1,1,34,34.0
H0417_P001_202506,H0417,P001,2025-06-01,1,5,270,54.0
H0417_P001_202507,H0417,P001,2025-07-01,1,4,116,29.0
H0417_P001_202508,H0417,P001,2025-08-01,1,2,86,43.0
H0417_P001_202509,H0417,P001,2025-09-01,1,1,55,55.0
H0417_P001_202510,H0417,P001,2025-10-01,1,3,93,31.0
H0417_P001_202511,H0417,P001,2025-11-01,1,3,132,44.0
H0417_P001_202512,H0417,P001,2025-12-01,1,5,130,26.0
H0417_P001_202601,H0417,P001,2026-01-01,1,4,236,59.0
H0417_P001_202602,H0417,P001,2026-02-01,1,5,230,46.0
H0417_P001_202603,H0417,P001,2026-03-01,1,6,324,54.0
H0417_P002_202506,H0417,P002,2025-06-01,1,6,318,53.0
H0417_P002_202507,H0417,P002,2025-07-01,1,3,171,57.0
H0417_P002_202508,H0417,P002,2025-08-01,1,2,102,51.0
H0417_P002_202509,H0417,P002,2025-09-01,1,4,172,43.0
H0417_P002_202510,H0417,P002,2025-10-01,1,2,96,48.0
H0417_P002_202511,H0417,P002,2025-11-01,1,1,35,35.0
H0417_P002_202512,H0417,P002,2025-12-01,1,1,27,27.0
H0417_P002_202602,H0417,P002,2026-02-01,1,3,84,28.0
H0417_P002_202603,H0417,P002,2026-03-01,1,3,96,32.0
H0417_P003_202506,H0417,P003,2025-06-01,1,2,102,51.0
H0417_P003_202507,H0417,P003,2025-07-01,1,2,102,51.0
H0417_P003_202508,H0417,P003,2025-08-01,1,2,76,38.0
H0417_P003_202509,H0417,P003,2025-09-01,1,3,168,56.0
H0417_P003_202510,H0417,P003,2025-10-01,1,2,76,38.0
H0417_P003_202512,H0417,P003,2025-12-01,1,2,116,58.0
H0417_P003_202601,H0417,P003,2026-01-01,1,2,44,22.0
H0417_P003_202602,H0417,P003,2026-02-01,1,1,44,44.0
H0417_P003_202603,H0417,P003,2026-03-01,1,2,106,53.0
H0417_P004_202506,H0417,P004,2025-06-01,1,2,48,24.0
H0417_P004_202507,H0417,P004,2025-07-01,1,2,42,21.0
H0417_P004_202508,H0417,P004,2025-08-01,1,4,100,25.0
H0417_P004_202510,H0417,P004,2025-10-01,1,4,172,43.0
H0417_P004_202512,H0417,P004,2025-12-01,1,4,236,59.0
H0417_P004_202601,H0417,P004,2026-01-01,1,2,100,50.0
H0417_P004_202602,H0417,P004,2026-02-01,1,4,184,46.0
H0417_P004_202603,H0417,P004,2026-03-01,1,5,175,35.0
H0417_P005_202506,H0417,P005,2025-06-01,1,2,100,50.0
H0417_P005_202507,H0417,P005,2025-07-01,1,2,62,31.0
H0417_P005_202508,H0417,P005,2025-08-01,1,2,108,54.0
H0417_P005_202509,H0417,P005,2025-09-01,1,4,172,43.0
H0417_P005_202510,H0417,P005,2025-10-01,1,1,34,34.0
H0417_P005_202601,H0417,P005,2026-01-01,1,2,86,43.0
H0417_P005_202602,H0417,P005,2026-02-01,1,2,102,51.0
H0417_P005_202603,H0417,P005,2026-03-01,1,4,184,46.0
H0418_P001_202506,H0418,P001,2025-06-01,1,7,217,31.0
H0418_P001_202507,H0418,P001,2025-07-01,1,5,200,40.0
H0418_P001_202508,H0418,P001,2025-08-01,1,3,126,42.0
H0418_P001_202509,H0418,P001,2025-09-01,1,5,275,55.0
H0418_P001_202510,H0418,P001,2025-10-01,1,4,196,49.0
H0418_P001_202511,H0418,P001,2025-11-01,1,4,224,56.0
H0418_P001_202512,H0418,P001,2025-12-01,1,1,58,58.0
H0418_P001_202601,H0418,P001,2026-01-01,1,5,115,23.0
H0418_P001_202602,H0418,P001,2026-02-01,1,4,172,43.0
H0418_P001_202603,H0418,P001,2026-03-01,1,9,441,49.0
H0418_P002_202506,H0418,P002,2025-06-01,1,5,250,50.0
H0418_P002_202507,H0418,P002,2025-07-01,1,2,90,45.0
H0418_P002_202508,H0418,P002,2025-08-01,1,4,88,22.0
H0418_P002_202509,H0418,P002,2025-09-01,1,5,140,28.0
H0418_P002_202510,H0418,P002,2025-10-01,1,1,56,56.0
H0418_P002_202511,H0418,P002,2025-11-01,1,2,80,40.0
H0418_P002_202512,H0418,P002,2025-12-01,1,2,118,59.0
H0418_P002_202601,H0418,P002,2026-01-01,1,2,58,29.0
H0418_P002_202602,H0418,P002,2026-02-01,1,2,120,60.0
H0418_P003_202506,H0418,P003,2025-06-01,1,2,58,29.0
H0418_P003_202507,H0418,P003,2025-07-01,1,2,42,21.0
H0418_P003_202511,H0418,P003,2025-11-01,1,2,52,26.0
H0418_P003_202601,H0418,P003,2026-01-01,1,1,47,47.0
H0418_P004_202506,H0418,P004,2025-06-01,1,4,228,57.0
H0418_P004_202507,H0418,P004,2025-07-01,1,5,110,22.0
H0418_P004_202508,H0418,P004,2025-08-01,1,1,50,50.0
H0418_P004_202509,H0418,P004,2025-09-01,1,2,50,25.0
H0418_P004_202510,H0418,P004,2025-10-01,1,4,164,41.0
H0418_P004_202511,H0418,P004,2025-11-01,1,2,114,57.0
H0418_P004_202512,H0418,P004,2025-12-01,1,5,205,41.0
H0418_P004_202601,H0418,P004,2026-01-01,1,6,234,39.0
H0418_P004_202602,H0418,P004,2026-02-01,1,1,24,24.0
H0418_P004_202603,H0418,P004,2026-03-01,1,3,90,30.0
H0418_P005_202506,H0418,P005,2025-06-01,1,3,138,46.0
H0418_P005_202508,H0418,P005,2025-08-01,1,1,48,48.0
H0418_P005_202511,H0418,P005,2025-11-01,1,1,46,46.0
H0418_P005_202512,H0418,P005,2025-12-01,1,2,102,51.0
H0418_P005_202601,H0418,P005,2026-01-01,1,3,87,29.0
H0418_P005_202602,H0418,P005,2026-02-01,1,2,44,22.0
H0418_P005_202603,H0418,P005,2026-03-01,1,1,30,30.0
H0419_P001_202506,H0419,P001,2025-06-01,1,3,174,58.0
H0419_P001_202507,H0419,P001,2025-07-01,1,3,138,46.0
H0419_P001_202508,H0419,P001,2025-08-01,1,1,48,48.0
H0419_P001_202509,H0419,P001,2025-09-01,1,3,180,60.0
H0419_P001_202512,H0419,P001,2025-12-01,1,1,22,22.0
H0419_P001_202601,H0419,P001,2026-01-01,1,1,27,27.0
H0419_P001_202602,H0419,P001,2026-02-01,1,3,132,44.0
H0419_P002_202506,H0419,P002,2025-06-01,1,7,224,32.0
H0419_P002_202507,H0419,P002,2025-07-01,1,1,50,50.0
H0419_P002_202508,H0419,P002,2025-08-01,1,2,92,46.0
H0419_P002_202509,H0419,P002,2025-09-01,1,3,66,22.0
H0419_P002_202510,H0419,P002,2025-10-01,1,5,205,41.0
H0419_P002_202511,H0419,P002,2025-11-01,1,4,88,22.0
H0419_P002_202512,H0419,P002,2025-12-01,1,3,84,28.0
H0419_P002_202601,H0419,P002,2026-01-01,1,4,152,38.0
H0419_P002_202602,H0419,P002,2026-02-01,1,2,76,38.0
H0419_P002_202603,H0419,P002,2026-03-01,1,5,235,47.0
H0419_P003_202506,H0419,P003,2025-06-01,1,3,141,47.0
H0419_P003_202507,H0419,P003,2025-07-01,1,2,90,45.0
H0419_P003_202508,H0419,P003,2025-08-01,1,3,165,55.0
H0419_P003_202509,H0419,P003,2025-09-01,1,3,150,50.0
H0419_P003_202510,H0419,P003,2025-10-01,1,2,116,58.0
H0419_P003_202511,H0419,P003,2025-11-01,1,1,37,37.0
H0419_P003_202512,H0419,P003,2025-12-01,1,3,129,43.0
H0419_P003_202601,H0419,P003,2026-01-01,1,4,200,50.0
H0419_P003_202602,H0419,P003,2026-02-01,1,4,160,40.0
H0419_P003_202603,H0419,P003,2026-03-01,1,1,39,39.0
H0419_P004_202506,H0419,P004,2025-06-01,1,1,39,39.0
H0419_P004_202507,H0419,P004,2025-07-01,1,2,46,23.0
H0419_P004_202508,H0419,P004,2025-08-01,1,1,47,47.0
H0419_P004_202509,H0419,P004,2025-09-01,1,3,96,32.0
H0419_P004_202510,H0419,P004,2025-10-01,1,1,50,50.0
H0419_P004_202511,H0419,P004,2025-11-01,1,1,28,28.0
H0419_P004_202512,H0419,P004,2025-12-01,1,2,82,41.0
H0419_P004_202602,H0419,P004,2026-02-01,1,1,39,39.0
H0419_P005_202506,H0419,P005,2025-06-01,1,1,26,26.0
H0419_P005_202508,H0419,P005,2025-08-01,1,1,25,25.0
H0419_P005_202509,H0419,P005,2025-09-01,1,2,62,31.0
H0419_P005_202510,H0419,P005,2025-10-01,1,1,40,40.0
H0419_P005_202511,H0419,P005,2025-11-01,1,1,42,42.0
H0419_P005_202512,H0419,P005,2025-12-01,1,4,128,32.0
H0419_P005_202601,H0419,P005,2026-01-01,1,1,44,44.0
H0419_P005_202602,H0419,P005,2026-02-01,1,1,25,25.0
H0419_P005_202603,H0419,P005,2026-03-01,1,1,29,29.0
H0420_P002_202506,H0420,P002,2025-06-01,1,1,54,54.0
H0420_P002_202508,H0420,P002,2025-08-01,1,1,32,32.0
H0420_P002_202509,H0420,P002,2025-09-01,1,1,43,43.0
H0420_P002_202510,H0420,P002,2025-10-01,1,1,30,30.0
H0420_P002_202603,H0420,P002,2026-03-01,1,1,54,54.0
H0420_P005_202507,H0420,P005,2025-07-01,1,1,55,55.0
H0420_P005_202510,H0420,P005,2025-10-01,1,1,55,55.0
H0420_P005_202602,H0420,P005,2026-02-01,1,1,24,24.0
H0421_P001_202506,H0421,P001,2025-06-01,1,4,204,51.0
H0421_P001_202507,H0421,P001,2025-07-01,1,1,20,20.0
H0421_P001_202508,H0421,P001,2025-08-01,1,1,42,42.0
H0421_P001_202509,H0421,P001,2025-09-01,1,1,53,53.0
H0421_P001_202510,H0421,P001,2025-10-01,1,2,88,44.0
H0421_P001_202511,H0421,P001,2025-11-01,1,3,120,40.0
H0421_P001_202512,H0421,P001,2025-12-01,1,1,36,36.0
H0421_P001_202601,H0421,P001,2026-01-01,1,2,96,48.0
H0421_P001_202602,H0421,P001,2026-02-01,1,1,26,26.0
H0421_P002_202506,H0421,P002,2025-06-01,1,2,90,45.0
H0421_P002_202507,H0421,P002,2025-07-01,1,2,118,59.0
H0421_P002_202508,H0421,P002,2025-08-01,1,1,51,51.0
H0421_P002_202509,H0421,P002,2025-09-01,1,1,34,34.0
H0421_P002_202510,H0421,P002,2025-10-01,1,1,50,50.0
H0421_P002_202511,H0421,P002,2025-11-01,1,2,48,24.0
H0421_P002_202512,H0421,P002,2025-12-01,1,1,33,33.0
H0421_P002_202602,H0421,P002,2026-02-01,1,1,22,22.0
H0421_P002_202603,H0421,P002,2026-03-01,1,1,38,38.0
H0421_P003_202506,H0421,P003,2025-06-01,1,4,240,60.0
H0421_P003_202507,H0421,P003,2025-07-01,1,3,126,42.0
H0421_P003_202508,H0421,P003,2025-08-01,1,4,104,26.0
H0421_P003_202509,H0421,P003,2025-09-01,1,1,23,23.0
H0421_P003_202510,H0421,P003,2025-10-01,1,5,190,38.0
H0421_P003_202511,H0421,P003,2025-11-01,1,5,145,29.0
H0421_P003_202512,H0421,P003,2025-12-01,1,2,42,21.0
H0421_P003_202601,H0421,P003,2026-01-01,1,3,159,53.0
H0421_P003_202602,H0421,P003,2026-02-01,1,2,116,58.0
H0421_P003_202603,H0421,P003,2026-03-01,1,4,176,44.0
H0421_P004_202506,H0421,P004,2025-06-01,1,3,165,55.0
H0421_P004_202509,H0421,P004,2025-09-01,1,2,98,49.0
H0421_P004_202511,H0421,P004,2025-11-01,1,1,60,60.0
H0421_P005_202506,H0421,P005,2025-06-01,1,3,156,52.0
H0421_P005_202508,H0421,P005,2025-08-01,1,3,129,43.0
H0421_P005_202509,H0421,P005,2025-09-01,1,7,364,52.0
H0421_P005_202510,H0421,P005,2025-10-01,1,4,128,32.0
H0421_P005_202511,H0421,P005,2025-11-01,1,2,84,42.0
H0421_P005_202512,H0421,P005,2025-12-01,1,6,156,26.0
H0421_P005_202601,H0421,P005,2026-01-01,1,3,105,35.0
H0421_P005_202602,H0421,P005,2026-02-01,1,7,413,59.0
H0421_P005_202603,H0421,P005,2026-03-01,1,3,150,50.0
H0422_P001_202506,H0422,P001,2025-06-01,1,2,52,26.0
H0422_P001_202507,H0422,P001,2025-07-01,1,1,50,50.0
H0422_P001_202508,H0422,P001,2025-08-01,1,1,51,51.0
H0422_P001_202511,H0422,P001,2025-11-01,1,1,54,54.0
H0422_P001_202512,H0422,P001,2025-12-01,1,1,29,29.0
H0422_P001_202601,H0422,P001,2026-01-01,1,2,96,48.0
H0422_P001_202603,H0422,P001,2026-03-01,1,2,118,59.0
H0422_P002_202506,H0422,P002,2025-06-01,1,4,240,60.0
H0422_P002_202508,H0422,P002,2025-08-01,1,4,204,51.0
H0422_P002_202510,H0422,P002,2025-10-01,1,2,56,28.0
H0422_P002_202512,H0422,P002,2025-12-01,1,3,99,33.0
H0422_P002_202601,H0422,P002,2026-01-01,1,2,106,53.0
H0422_P002_202602,H0422,P002,2026-02-01,1,1,28,28.0
H0422_P002_202603,H0422,P002,2026-03-01,1,1,26,26.0
H0422_P003_202506,H0422,P003,2025-06-01,1,2,68,34.0
H0422_P003_202507,H0422,P003,2025-07-01,1,1,51,51.0
H0422_P003_202508,H0422,P003,2025-08-01,1,1,44,44.0
H0422_P003_202509,H0422,P003,2025-09-01,1,2,112,56.0
H0422_P003_202510,H0422,P003,2025-10-01,1,1,39,39.0
H0422_P003_202511,H0422,P003,2025-11-01,1,1,44,44.0
H0422_P003_202512,H0422,P003,2025-12-01,1,2,68,34.0
H0422_P003_202601,H0422,P003,2026-01-01,1,2,64,32.0
H0422_P003_202602,H0422,P003,2026-02-01,1,1,42,42.0
H0422_P004_202506,H0422,P004,2025-06-01,1,1,37,37.0
H0422_P004_202507,H0422,P004,2025-07-01,1,3,99,33.0
H0422_P004_202509,H0422,P004,2025-09-01,1,1,23,23.0
H0422_P004_202510,H0422,P004,2025-10-01,1,3,168,56.0
H0422_P004_202511,H0422,P004,2025-11-01,1,1,31,31.0
H0422_P004_202512,H0422,P004,2025-12-01,1,2,94,47.0
H0422_P004_202601,H0422,P004,2026-01-01,1,5,265,53.0
H0422_P004_202602,H0422,P004,2026-02-01,1,1,37,37.0
H0422_P004_202603,H0422,P004,2026-03-01,1,2,100,50.0
H0422_P005_202506,H0422,P005,2025-06-01,1,1,23,23.0
H0422_P005_202602,H0422,P005,2026-02-01,1,1,51,51.0
H0423_P001_202506,H0423,P001,2025-06-01,1,1,32,32.0
H0423_P001_202508,H0423,P001,2025-08-01,1,3,90,30.0
H0423_P001_202512,H0423,P001,2025-12-01,1,1,37,37.0
H0423_P001_202602,H0423,P001,2026-02-01,1,3,174,58.0
H0423_P001_202603,H0423,P001,2026-03-01,1,1,50,50.0
H0423_P002_202506,H0423,P002,2025-06-01,1,4,132,33.0
H0423_P002_202507,H0423,P002,2025-07-01,1,5,260,52.0
H0423_P002_202508,H0423,P002,2025-08-01,1,7,406,58.0
H0423_P002_202509,H0423,P002,2025-09-01,1,5,250,50.0
H0423_P002_202510,H0423,P002,2025-10-01,1,3,69,23.0
H0423_P002_202511,H0423,P002,2025-11-01,1,6,174,29.0
H0423_P002_202512,H0423,P002,2025-12-01,1,7,224,32.0
H0423_P002_202601,H0423,P002,2026-01-01,1,6,258,43.0
H0423_P002_202602,H0423,P002,2026-02-01,1,7,308,44.0
H0423_P002_202603,H0423,P002,2026-03-01,1,2,80,40.0
H0423_P003_202506,H0423,P003,2025-06-01,1,2,96,48.0
H0423_P003_202508,H0423,P003,2025-08-01,1,2,84,42.0
H0423_P003_202509,H0423,P003,2025-09-01,1,2,112,56.0
H0423_P003_202510,H0423,P003,2025-10-01,1,3,129,43.0
H0423_P003_202511,H0423,P003,2025-11-01,1,4,96,24.0
H0423_P003_202512,H0423,P003,2025-12-01,1,1,56,56.0
H0423_P003_202601,H0423,P003,2026-01-01,1,1,28,28.0
H0423_P003_202602,H0423,P003,2026-02-01,1,3,108,36.0
H0423_P003_202603,H0423,P003,2026-03-01,1,2,72,36.0
H0423_P004_202508,H0423,P004,2025-08-01,1,2,92,46.0
H0423_P004_202509,H0423,P004,2025-09-01,1,2,52,26.0
H0423_P004_202510,H0423,P004,2025-10-01,1,6,204,34.0
H0423_P004_202512,H0423,P004,2025-12-01,1,2,56,28.0
H0423_P004_202601,H0423,P004,2026-01-01,1,3,165,55.0
H0423_P004_202602,H0423,P004,2026-02-01,1,1,42,42.0
H0423_P005_202507,H0423,P005,2025-07-01,1,2,112,56.0
H0423_P005_202508,H0423,P005,2025-08-01,1,2,106,53.0
H0423_P005_202509,H0423,P005,2025-09-01,1,2,76,38.0
H0423_P005_202510,H0423,P005,2025-10-01,1,1,26,26.0
H0423_P005_202511,H0423,P005,2025-11-01,1,3,138,46.0
H0423_P005_202601,H0423,P005,2026-01-01,1,5,115,23.0
H0423_P005_202602,H0423,P005,2026-02-01,1,3,138,46.0
H0423_P005_202603,H0423,P005,2026-03-01,1,1,30,30.0
H0424_P001_202506,H0424,P001,2025-06-01,1,1,30,30.0
H0424_P001_202507,H0424,P001,2025-07-01,1,2,98,49.0
H0424_P001_202508,H0424,P001,2025-08-01,1,1,43,43.0
H0424_P001_202602,H0424,P001,2026-02-01,1,1,22,22.0
H0424_P001_202603,H0424,P001,2026-03-01,1,1,40,40.0
H0424_P002_202506,H0424,P002,2025-06-01,1,2,42,21.0
H0424_P002_202507,H0424,P002,2025-07-01,1,3,99,33.0
H0424_P002_202508,H0424,P002,2025-08-01,1,1,52,52.0
H0424_P002_202510,H0424,P002,2025-10-01,1,2,102,51.0
H0424_P002_202511,H0424,P002,2025-11-01,1,1,39,39.0
H0424_P002_202512,H0424,P002,2025-12-01,1,2,66,33.0
H0424_P002_202602,H0424,P002,2026-02-01,1,2,66,33.0
H0424_P002_202603,H0424,P002,2026-03-01,1,3,174,58.0
H0424_P003_202506,H0424,P003,2025-06-01,1,1,45,45.0
H0424_P003_202509,H0424,P003,2025-09-01,1,1,52,52.0
H0424_P003_202510,H0424,P003,2025-10-01,1,1,22,22.0
H0424_P003_202511,H0424,P003,2025-11-01,1,1,36,36.0
H0424_P003_202601,H0424,P003,2026-01-01,1,1,39,39.0
H0424_P003_202602,H0424,P003,2026-02-01,1,1,20,20.0
H0424_P004_202506,H0424,P004,2025-06-01,1,5,290,58.0
H0424_P004_202508,H0424,P004,2025-08-01,1,1,24,24.0
H0424_P004_202509,H0424,P004,2025-09-01,1,2,64,32.0
H0424_P004_202511,H0424,P004,2025-11-01,1,1,25,25.0
H0424_P004_202512,H0424,P004,2025-12-01,1,1,57,57.0
H0424_P004_202601,H0424,P004,2026-01-01,1,2,50,25.0
H0424_P004_202602,H0424,P004,2026-02-01,1,2,50,25.0
H0424_P004_202603,H0424,P004,2026-03-01,1,3,123,41.0
H0424_P005_202507,H0424,P005,2025-07-01,1,1,31,31.0
H0424_P005_202601,H0424,P005,2026-01-01,1,1,41,41.0
H0425_P001_202506,H0425,P001,2025-06-01,1,2,76,38.0
H0425_P001_202507,H0425,P001,2025-07-01,1,2,102,51.0
H0425_P001_202508,H0425,P001,2025-08-01,1,1,38,38.0
H0425_P001_202509,H0425,P001,2025-09-01,1,3,93,31.0
H0425_P001_202510,H0425,P001,2025-10-01,1,4,108,27.0
H0425_P001_202511,H0425,P001,2025-11-01,1,5,180,36.0
H0425_P001_202512,H0425,P001,2025-12-01,1,1,49,49.0
H0425_P001_202601,H0425,P001,2026-01-01,1,1,33,33.0
H0425_P001_202603,H0425,P001,2026-03-01,1,1,25,25.0
H0425_P002_202506,H0425,P002,2025-06-01,1,4,148,37.0
H0425_P002_202507,H0425,P002,2025-07-01,1,8,320,40.0
H0425_P002_202508,H0425,P002,2025-08-01,1,3,147,49.0
H0425_P002_202509,H0425,P002,2025-09-01,1,4,88,22.0
H0425_P002_202510,H0425,P002,2025-10-01,1,3,120,40.0
H0425_P002_202511,H0425,P002,2025-11-01,1,6,216,36.0
H0425_P002_202512,H0425,P002,2025-12-01,1,2,98,49.0
H0425_P002_202601,H0425,P002,2026-01-01,1,3,99,33.0
H0425_P002_202602,H0425,P002,2026-02-01,1,3,141,47.0
H0425_P002_202603,H0425,P002,2026-03-01,1,3,129,43.0
H0425_P003_202506,H0425,P003,2025-06-01,1,5,290,58.0
H0425_P003_202507,H0425,P003,2025-07-01,1,1,30,30.0
H0425_P003_202508,H0425,P003,2025-08-01,1,2,68,34.0
H0425_P003_202509,H0425,P003,2025-09-01,1,3,117,39.0
H0425_P003_202510,H0425,P003,2025-10-01,1,3,93,31.0
H0425_P003_202511,H0425,P003,2025-11-01,1,2,88,44.0
H0425_P003_202512,H0425,P003,2025-12-01,1,2,90,45.0
H0425_P003_202601,H0425,P003,2026-01-01,1,5,230,46.0
H0425_P003_202602,H0425,P003,2026-02-01,1,4,176,44.0
H0425_P003_202603,H0425,P003,2026-03-01,1,2,50,25.0
H0425_P004_202506,H0425,P004,2025-06-01,1,3,156,52.0
H0425_P004_202507,H0425,P004,2025-07-01,1,3,60,20.0
H0425_P004_202508,H0425,P004,2025-08-01,1,3,87,29.0
H0425_P004_202510,H0425,P004,2025-10-01,1,1,38,38.0
H0425_P004_202511,H0425,P004,2025-11-01,1,6,276,46.0
H0425_P004_202512,H0425,P004,2025-12-01,1,4,104,26.0
H0425_P004_202601,H0425,P004,2026-01-01,1,2,60,30.0
H0425_P004_202602,H0425,P004,2026-02-01,1,2,82,41.0
H0425_P004_202603,H0425,P004,2026-03-01,1,4,208,52.0
H0425_P005_202507,H0425,P005,2025-07-01,1,2,78,39.0
H0425_P005_202508,H0425,P005,2025-08-01,1,3,135,45.0
H0425_P005_202509,H0425,P005,2025-09-01,1,1,58,58.0
H0425_P005_202510,H0425,P005,2025-10-01,1,5,285,57.0
H0425_P005_202511,H0425,P005,2025-11-01,1,3,117,39.0
H0425_P005_202512,H0425,P005,2025-12-01,1,2,76,38.0
H0425_P005_202601,H0425,P005,2026-01-01,1,2,76,38.0
H0425_P005_202602,H0425,P005,2026-02-01,1,3,90,30.0
H0425_P005_202603,H0425,P005,2026-03-01,1,4,128,32.0
H0426_P005_202506,H0426,P005,2025-06-01,1,1,41,41.0
H0426_P005_202601,H0426,P005,2026-01-01,1,1,25,25.0
H0427_P001_202507,H0427,P001,2025-07-01,1,1,46,46.0
H0427_P001_202509,H0427,P001,2025-09-01,1,1,43,43.0
H0427_P001_202510,H0427,P001,2025-10-01,1,2,60,30.0
H0427_P001_202511,H0427,P001,2025-11-01,1,1,20,20.0
H0427_P001_202602,H0427,P001,2026-02-01,1,2,44,22.0
H0427_P001_202603,H0427,P001,2026-03-01,1,1,54,54.0
H0427_P002_202508,H0427,P002,2025-08-01,1,1,52,52.0
H0427_P002_202601,H0427,P002,2026-01-01,1,2,106,53.0
H0427_P002_202602,H0427,P002,2026-02-01,1,2,106,53.0
H0427_P002_202603,H0427,P002,2026-03-01,1,2,108,54.0
H0427_P003_202507,H0427,P003,2025-07-01,1,1,34,34.0
H0427_P003_202508,H0427,P003,2025-08-01,1,1,55,55.0
H0427_P003_202511,H0427,P003,2025-11-01,1,1,22,22.0
H0427_P003_202512,H0427,P003,2025-12-01,1,1,52,52.0
H0427_P003_202601,H0427,P003,2026-01-01,1,2,120,60.0
H0427_P003_202603,H0427,P003,2026-03-01,1,1,20,20.0
H0427_P004_202506,H0427,P004,2025-06-01,1,1,54,54.0
H0427_P004_202507,H0427,P004,2025-07-01,1,1,35,35.0
